nombre_playa,ocupacion,fecha
Gaviota Azul,500,30/04/22
Langosta,150,30/04/22
Las Perlas,90,30/04/22
Marlin,190,30/04/22
Pez Volador,120,30/04/22
Tortugas,0,30/04/22
Ballenas,55,01/05/22
Caracol,0,01/05/22
Chac-Mool,710,01/05/22
Del Niño,1600,01/05/22
Delfines,1200,01/05/22
Gaviota Azul,1530,01/05/22
Langosta,410,01/05/22
Las Perlas,130,01/05/22
Marlin,600,01/05/22
Pez Volador,210,01/05/22
Tortugas,320,01/05/22
Ballenas,60,02/05/22
Caracol,0,02/05/22
Chac-Mool,90,02/05/22
Del Niño,150,02/05/22
Delfines,820,02/05/22
Gaviota Azul,650,02/05/22
Langosta,320,02/05/22
Las Perlas,70,02/05/22
Marlin,420,02/05/22
Pez Volador,135,02/05/22
Tortugas,270,02/05/22
Ballenas,45,03/05/22
Caracol,345,03/05/22
Chac-Mool,76,03/05/22
Del Niño,150,03/05/22
Delfines,850,03/05/22
Gaviota Azul,1000,03/05/22
Langosta,350,03/05/22
Las Perlas,295,03/05/22
Marlin,100,03/05/22
Pez Volador,165,03/05/22
Tortugas,650,03/05/22
Ballenas,50,04/05/22
Caracol,700,04/05/22
Chac-Mool,530,04/05/22
Del Niño,250,04/05/22
Delfines,830,04/05/22
Gaviota Azul,700,04/05/22
Langosta,245,04/05/22
Las Perlas,70,04/05/22
Marlin,90,04/05/22
Pez Volador,155,04/05/22
Tortugas,0,04/05/22
Ballenas,170,05/05/22
Caracol,0,05/05/22
Chac-Mool,600,05/05/22
Del Niño,230,05/05/22
Delfines,770,05/05/22
Gaviota Azul,280,05/05/22
Langosta,300,05/05/22
Las Perlas,70,05/05/22
Marlin,810,05/05/22
Pez Volador,180,05/05/22
Tortugas,405,05/05/22
Ballenas,40,06/05/22
Caracol,195,06/05/22
Chac-Mool,80,06/05/22
Del Niño,300,06/05/22
Delfines,1000,06/05/22
Gaviota Azul,64,06/05/22
Langosta,400,06/05/22
Las Perlas,130,06/05/22
Marlin,250,06/05/22
Pez Volador,0,06/05/22
Tortugas,0,06/05/22
Ballenas,55,07/05/22
Caracol,610,07/05/22
Chac-Mool,230,07/05/22
Del Niño,400,07/05/22
Delfines,4240,07/05/22
Gaviota Azul,530,07/05/22
Langosta,150,07/05/22
Las Perlas,120,07/05/22
Marlin,400,07/05/22
Pez Volador,150,07/05/22
Tortugas,320,07/05/22
Ballenas,450,08/05/22
Caracol,770,08/05/22
Chac-Mool,300,08/05/22
Del Niño,550,08/05/22
Delfines,2170,08/05/22
Gaviota Azul,700,08/05/22
Langosta,360,08/05/22
Las Perlas,140,08/05/22
Marlin,580,08/05/22
Pez Volador,210,08/05/22
Tortugas,730,08/05/22
Ballenas,25,09/05/22
Caracol,150,09/05/22
Chac-Mool,60,09/05/22
Del Niño,750,09/05/22
Delfines,680,09/05/22
Gaviota Azul,220,09/05/22
Langosta,240,09/05/22
Las Perlas,100,09/05/22
Marlin,475,09/05/22
Pez Volador,140,09/05/22
Tortugas,250,09/05/22
Ballenas,67,10/05/22
Caracol,130,10/05/22
Chac-Mool,66,10/05/22
Del Niño,650,10/05/22
Delfines,720,10/05/22
Gaviota Azul,360,10/05/22
Langosta,650,10/05/22
Las Perlas,200,10/05/22
Marlin,300,10/05/22
Pez Volador,270,10/05/22
Tortugas,200,10/05/22
Ballenas,40,11/05/22
Caracol,33,11/05/22
Chac-Mool,300,11/05/22
Del Niño,360,11/05/22
Delfines,800,11/05/22
Gaviota Azul,930,11/05/22
Langosta,160,11/05/22
Las Perlas,67,11/05/22
Marlin,130,11/05/22
Pez Volador,150,11/05/22
Tortugas,305,11/05/22
Ballenas,31,12/05/22
Caracol,100,12/05/22
Chac-Mool,75,12/05/22
Del Niño,190,12/05/22
Delfines,700,12/05/22
Gaviota Azul,400,12/05/22
Langosta,390,12/05/22
Las Perlas,110,12/05/22
Marlin,700,12/05/22
Pez Volador,140,12/05/22
Tortugas,280,12/05/22
Ballenas,70,13/05/22
Caracol,100,13/05/22
Chac-Mool,460,13/05/22
Del Niño,250,13/05/22
Delfines,1220,13/05/22
Gaviota Azul,1330,13/05/22
Langosta,150,13/05/22
Las Perlas,55,13/05/22
Marlin,200,13/05/22
Pez Volador,140,13/05/22
Tortugas,280,13/05/22
Ballenas,140,14/05/22
Caracol,340,14/05/22
Chac-Mool,450,14/05/22
Del Niño,200,14/05/22
Delfines,1310,14/05/22
Gaviota Azul,1330,14/05/22
Langosta,180,14/05/22
Las Perlas,90,14/05/22
Marlin,1070,14/05/22
Pez Volador,140,14/05/22
Tortugas,700,14/05/22
Ballenas,180,15/05/22
Caracol,880,15/05/22
Chac-Mool,280,15/05/22
Del Niño,820,15/05/22
Delfines,1280,15/05/22
Gaviota Azul,1900,15/05/22
Langosta,400,15/05/22
Las Perlas,140,15/05/22
Marlin,1250,15/05/22
Pez Volador,180,15/05/22
Tortugas,1200,15/05/22
Ballenas,55,16/05/22
Caracol,410,16/05/22
Chac-Mool,90,16/05/22
Del Niño,420,16/05/22
Delfines,990,16/05/22
Gaviota Azul,380,16/05/22
Langosta,275,16/05/22
Las Perlas,90,16/05/22
Marlin,280,16/05/22
Pez Volador,140,16/05/22
Tortugas,300,16/05/22
Ballenas,60,17/05/22
Caracol,160,17/05/22
Chac-Mool,160,17/05/22
Del Niño,300,17/05/22
Delfines,590,17/05/22
Gaviota Azul,200,17/05/22
Langosta,550,17/05/22
Las Perlas,55,17/05/22
Marlin,670,17/05/22
Pez Volador,180,17/05/22
Tortugas,300,17/05/22
Ballenas,45,18/05/22
Caracol,135,18/05/22
Chac-Mool,530,18/05/22
Del Niño,350,18/05/22
Delfines,1000,18/05/22
Gaviota Azul,480,18/05/22
Langosta,130,18/05/22
Las Perlas,68,18/05/22
Marlin,250,18/05/22
Pez Volador,115,18/05/22
Tortugas,390,18/05/22
Ballenas,310,19/05/22
Ballenas,130,19/05/22
Caracol,170,19/05/22
Caracol,90,19/05/22
Chac-Mool,500,19/05/22
Chac-Mool,392,19/05/22
Del Niño,450,19/05/22
Del Niño,350,19/05/22
Delfines,550,19/05/22
Delfines,500,19/05/22
Gaviota Azul,475,19/05/22
Gaviota Azul,410,19/05/22
Langosta,98,19/05/22
Langosta,600,19/05/22
Las Perlas,90,19/05/22
Las Perlas,100,19/05/22
Marlin,300,19/05/22
Marlin,355,19/05/22
Pez Volador,105,19/05/22
Pez Volador,250,19/05/22
Tortugas,280,19/05/22
Tortugas,210,19/05/22
Ballenas,35,20/05/22
Ballenas,130,20/05/22
Caracol,150,20/05/22
Caracol,650,20/05/22
Chac-Mool,180,20/05/22
Chac-Mool,620,20/05/22
Del Niño,205,20/05/22
Del Niño,500,20/05/22
Delfines,370,20/05/22
Delfines,610,20/05/22
Gaviota Azul,520,20/05/22
Gaviota Azul,600,20/05/22
Langosta,255,20/05/22
Langosta,300,20/05/22
Las Perlas,60,20/05/22
Las Perlas,360,20/05/22
Marlin,160,20/05/22
Marlin,510,20/05/22
Pez Volador,0,20/05/22
Pez Volador,660,20/05/22
Tortugas,300,20/05/22
Tortugas,180,20/05/22
Ballenas,45,21/05/22
Ballenas,140,21/05/22
Caracol,300,21/05/22
Caracol,550,21/05/22
Chac-Mool,110,21/05/22
Chac-Mool,850,21/05/22
Del Niño,820,21/05/22
Del Niño,3300,21/05/22
Delfines,770,21/05/22
Delfines,1400,21/05/22
Gaviota Azul,1000,21/05/22
Gaviota Azul,1600,21/05/22
Langosta,200,21/05/22
Langosta,1450,21/05/22
Las Perlas,70,21/05/22
Las Perlas,500,21/05/22
Marlin,160,21/05/22
Marlin,1460,21/05/22
Pez Volador,93,21/05/22
Pez Volador,510,21/05/22
Tortugas,265,21/05/22
Tortugas,345,21/05/22
Ballenas,55,22/05/22
Ballenas,75,22/05/22
Caracol,0,22/05/22
Caracol,115,22/05/22
Chac-Mool,250,22/05/22
Chac-Mool,140,22/05/22
Del Niño,1040,22/05/22
Del Niño,410,22/05/22
Delfines,1230,22/05/22
Delfines,600,22/05/22
Gaviota Azul,1350,22/05/22
Gaviota Azul,730,22/05/22
Langosta,390,22/05/22
Langosta,690,22/05/22
Las Perlas,120,22/05/22
Las Perlas,110,22/05/22
Marlin,320,22/05/22
Marlin,380,22/05/22
Pez Volador,180,22/05/22
Pez Volador,380,22/05/22
Tortugas,440,22/05/22
Tortugas,230,22/05/22
Ballenas,35,23/05/22
Ballenas,110,23/05/22
Caracol,250,23/05/22
Caracol,0,23/05/22
Chac-Mool,260,23/05/22
Chac-Mool,250,23/05/22
Del Niño,270,23/05/22
Del Niño,355,23/05/22
Delfines,900,23/05/22
Delfines,950,23/05/22
Gaviota Azul,438,23/05/22
Gaviota Azul,1290,23/05/22
Langosta,240,23/05/22
Langosta,320,23/05/22
Las Perlas,70,23/05/22
Las Perlas,90,23/05/22
Marlin,230,23/05/22
Marlin,645,23/05/22
Pez Volador,115,23/05/22
Pez Volador,145,23/05/22
Tortugas,210,23/05/22
Tortugas,200,23/05/22
Ballenas,45,24/05/22
Ballenas,65,24/05/22
Caracol,170,24/05/22
Caracol,620,24/05/22
Chac-Mool,400,24/05/22
Chac-Mool,190,24/05/22
Del Niño,360,24/05/22
Del Niño,450,24/05/22
Delfines,1150,24/05/22
Delfines,1450,24/05/22
Gaviota Azul,465,24/05/22
Gaviota Azul,1250,24/05/22
Langosta,160,24/05/22
Langosta,350,24/05/22
Las Perlas,90,24/05/22
Las Perlas,120,24/05/22
Marlin,410,24/05/22
Marlin,350,24/05/22
Pez Volador,105,24/05/22
Pez Volador,190,24/05/22
Tortugas,400,24/05/22
Tortugas,150,24/05/22
Ballenas,55,25/05/22
Ballenas,65,25/05/22
Caracol,190,25/05/22
Caracol,220,25/05/22
Chac-Mool,60,25/05/22
Chac-Mool,120,25/05/22
Del Niño,770,25/05/22
Del Niño,300,25/05/22
Delfines,600,25/05/22
Delfines,780,25/05/22
Gaviota Azul,690,25/05/22
Gaviota Azul,800,25/05/22
Langosta,400,25/05/22
Langosta,210,25/05/22
Las Perlas,90,25/05/22
Las Perlas,115,25/05/22
Marlin,230,25/05/22
Marlin,300,25/05/22
Pez Volador,140,25/05/22
Pez Volador,95,25/05/22
Tortugas,250,25/05/22
Tortugas,65,25/05/22
Ballenas,200,26/05/22
Caracol,0,26/05/22
Chac-Mool,75,26/05/22
Del Niño,200,26/05/22
Delfines,1580,26/05/22
Gaviota Azul,370,26/05/22
Langosta,880,26/05/22
Las Perlas,50,26/05/22
Marlin,150,26/05/22
Pez Volador,130,26/05/22
Tortugas,133,26/05/22
Ballenas,55,29/05/22
Caracol,380,29/05/22
Chac-Mool,70,29/05/22
Del Niño,300,29/05/22
Delfines,1250,29/05/22
Gaviota Azul,1180,29/05/22
Langosta,225,29/05/22
Las Perlas,80,29/05/22
Marlin,150,29/05/22
Pez Volador,115,29/05/22
Tortugas,150,29/05/22
Ballenas,60,30/05/22
Caracol,310,30/05/22
Chac-Mool,230,30/05/22
Del Niño,650,30/05/22
Delfines,910,30/05/22
Gaviota Azul,1100,30/05/22
Langosta,240,30/05/22
Las Perlas,140,30/05/22
Marlin,450,30/05/22
Pez Volador,135,30/05/22
Tortugas,215,30/05/22
Ballenas,10,01/06/22
Caracol,35,01/06/22
Chac-Mool,29,01/06/22
Del Niño,9,01/06/22
Delfines,175,01/06/22
Gaviota Azul,115,01/06/22
Langosta,81,01/06/22
Las Perlas,12,01/06/22
Marlin,40,01/06/22
Pez Volador,35,01/06/22
Tortugas,50,01/06/22
Ballenas,42,02/06/22
Caracol,70,02/06/22
Chac-Mool,25,02/06/22
Del Niño,15,02/06/22
Delfines,85,02/06/22
Gaviota Azul,180,02/06/22
Langosta,100,02/06/22
Las Perlas,13,02/06/22
Marlin,125,02/06/22
Pez Volador,53,02/06/22
Tortugas,55,02/06/22
Ballenas,58,03/06/22
Caracol,160,03/06/22
Chac-Mool,65,03/06/22
Del Niño,80,03/06/22
Delfines,960,03/06/22
Gaviota Azul,450,03/06/22
Langosta,100,03/06/22
Las Perlas,75,03/06/22
Marlin,315,03/06/22
Pez Volador,60,03/06/22
Tortugas,61,03/06/22
Ballenas,60,04/06/22
Caracol,610,04/06/22
Chac-Mool,300,04/06/22
Del Niño,790,04/06/22
Delfines,820,04/06/22
Gaviota Azul,210,04/06/22
Langosta,150,04/06/22
Las Perlas,77,04/06/22
Marlin,680,04/06/22
Pez Volador,105,04/06/22
Tortugas,560,04/06/22
Ballenas,190,05/06/22
Caracol,70,05/06/22
Chac-Mool,200,05/06/22
Del Niño,830,05/06/22
Delfines,1500,05/06/22
Gaviota Azul,470,05/06/22
Langosta,265,05/06/22
Las Perlas,85,05/06/22
Marlin,750,05/06/22
Pez Volador,145,05/06/22
Tortugas,800,05/06/22
Ballenas,55,06/06/22
Caracol,0,06/06/22
Chac-Mool,73,06/06/22
Del Niño,320,06/06/22
Delfines,840,06/06/22
Gaviota Azul,380,06/06/22
Langosta,440,06/06/22
Las Perlas,50,06/06/22
Marlin,565,06/06/22
Pez Volador,145,06/06/22
Tortugas,300,06/06/22
Ballenas,80,07/06/22
Caracol,260,07/06/22
Chac-Mool,55,07/06/22
Del Niño,860,07/06/22
Delfines,1130,07/06/22
Gaviota Azul,160,07/06/22
Langosta,490,07/06/22
Las Perlas,86,07/06/22
Marlin,270,07/06/22
Pez Volador,205,07/06/22
Tortugas,450,07/06/22
Ballenas,55,08/06/22
Caracol,0,08/06/22
Chac-Mool,107,08/06/22
Del Niño,360,08/06/22
Delfines,660,08/06/22
Gaviota Azul,290,08/06/22
Langosta,560,08/06/22
Las Perlas,105,08/06/22
Marlin,300,08/06/22
Pez Volador,105,08/06/22
Tortugas,400,08/06/22
Ballenas,120,09/06/22
Caracol,0,09/06/22
Chac-Mool,65,09/06/22
Del Niño,275,09/06/22
Delfines,700,09/06/22
Gaviota Azul,330,09/06/22
Langosta,510,09/06/22
Las Perlas,100,09/06/22
Marlin,410,09/06/22
Pez Volador,170,09/06/22
Tortugas,450,09/06/22
Ballenas,55,10/06/22
Caracol,0,10/06/22
Chac-Mool,100,10/06/22
Del Niño,350,10/06/22
Delfines,1200,10/06/22
Gaviota Azul,525,10/06/22
Langosta,315,10/06/22
Las Perlas,70,10/06/22
Marlin,220,10/06/22
Pez Volador,145,10/06/22
Tortugas,980,10/06/22
Ballenas,125,11/06/22
Caracol,260,11/06/22
Chac-Mool,770,11/06/22
Del Niño,430,11/06/22
Delfines,1210,11/06/22
Gaviota Azul,530,11/06/22
Langosta,400,11/06/22
Las Perlas,600,11/06/22
Marlin,1050,11/06/22
Pez Volador,200,11/06/22
Tortugas,400,11/06/22
Ballenas,125,12/06/22
Caracol,270,12/06/22
Chac-Mool,870,12/06/22
Del Niño,1120,12/06/22
Delfines,1000,12/06/22
Gaviota Azul,2150,12/06/22
Langosta,900,12/06/22
Las Perlas,660,12/06/22
Marlin,300,12/06/22
Pez Volador,260,12/06/22
Tortugas,600,12/06/22
Ballenas,55,13/06/22
Caracol,0,13/06/22
Chac-Mool,110,13/06/22
Del Niño,210,13/06/22
Delfines,580,13/06/22
Gaviota Azul,950,13/06/22
Langosta,130,13/06/22
Las Perlas,60,13/06/22
Marlin,200,13/06/22
Pez Volador,95,13/06/22
Tortugas,245,13/06/22
Ballenas,48,14/06/22
Caracol,270,14/06/22
Chac-Mool,320,14/06/22
Del Niño,305,14/06/22
Delfines,880,14/06/22
Gaviota Azul,500,14/06/22
Langosta,300,14/06/22
Las Perlas,185,14/06/22
Marlin,160,14/06/22
Pez Volador,155,14/06/22
Tortugas,210,14/06/22
Ballenas,70,15/06/22
Caracol,0,15/06/22
Chac-Mool,55,15/06/22
Del Niño,300,15/06/22
Delfines,700,15/06/22
Gaviota Azul,900,15/06/22
Langosta,270,15/06/22
Las Perlas,85,15/06/22
Marlin,190,15/06/22
Pez Volador,150,15/06/22
Tortugas,280,15/06/22
Ballenas,50,16/06/22
Ballenas,95,16/06/22
Caracol,0,16/06/22
Caracol,310,16/06/22
Chac-Mool,140,16/06/22
Chac-Mool,190,16/06/22
Del Niño,598,16/06/22
Del Niño,610,16/06/22
Delfines,950,16/06/22
Delfines,600,16/06/22
Gaviota Azul,400,16/06/22
Gaviota Azul,920,16/06/22
Langosta,140,16/06/22
Langosta,0,16/06/22
Las Perlas,75,16/06/22
Las Perlas,250,16/06/22
Marlin,150,16/06/22
Marlin,680,16/06/22
Pez Volador,115,16/06/22
Pez Volador,0,16/06/22
Tortugas,260,16/06/22
Tortugas,240,16/06/22
Ballenas,48,17/06/22
Ballenas,130,17/06/22
Caracol,0,17/06/22
Caracol,345,17/06/22
Chac-Mool,260,17/06/22
Chac-Mool,220,17/06/22
Del Niño,255,17/06/22
Del Niño,1850,17/06/22
Delfines,1180,17/06/22
Delfines,2150,17/06/22
Gaviota Azul,720,17/06/22
Gaviota Azul,380,17/06/22
Langosta,250,17/06/22
Langosta,250,17/06/22
Las Perlas,65,17/06/22
Las Perlas,240,17/06/22
Marlin,200,17/06/22
Marlin,850,17/06/22
Pez Volador,110,17/06/22
Pez Volador,250,17/06/22
Tortugas,360,17/06/22
Tortugas,295,17/06/22
Ballenas,25,18/06/22
Ballenas,125,18/06/22
Caracol,0,18/06/22
Caracol,880,18/06/22
Chac-Mool,90,18/06/22
Chac-Mool,570,18/06/22
Del Niño,450,18/06/22
Del Niño,1900,18/06/22
Delfines,680,18/06/22
Delfines,2650,18/06/22
Gaviota Azul,260,18/06/22
Gaviota Azul,1380,18/06/22
Langosta,670,18/06/22
Langosta,450,18/06/22
Las Perlas,215,18/06/22
Las Perlas,420,18/06/22
Marlin,1450,18/06/22
Marlin,1600,18/06/22
Pez Volador,0,18/06/22
Pez Volador,310,18/06/22
Tortugas,1180,18/06/22
Tortugas,340,18/06/22
Ballenas,55,19/06/22
Ballenas,60,19/06/22
Caracol,355,19/06/22
Caracol,0,19/06/22
Chac-Mool,100,19/06/22
Chac-Mool,190,19/06/22
Del Niño,500,19/06/22
Del Niño,345,19/06/22
Delfines,960,19/06/22
Delfines,840,19/06/22
Gaviota Azul,140,19/06/22
Gaviota Azul,910,19/06/22
Langosta,850,19/06/22
Langosta,450,19/06/22
Las Perlas,90,19/06/22
Las Perlas,150,19/06/22
Marlin,550,19/06/22
Marlin,200,19/06/22
Pez Volador,270,19/06/22
Pez Volador,105,19/06/22
Tortugas,1450,19/06/22
Tortugas,830,19/06/22
Ballenas,40,20/06/22
Ballenas,75,20/06/22
Caracol,0,20/06/22
Caracol,0,20/06/22
Chac-Mool,45,20/06/22
Chac-Mool,220,20/06/22
Del Niño,102,20/06/22
Del Niño,490,20/06/22
Delfines,420,20/06/22
Delfines,750,20/06/22
Gaviota Azul,43,20/06/22
Gaviota Azul,450,20/06/22
Langosta,215,20/06/22
Langosta,230,20/06/22
Las Perlas,32,20/06/22
Las Perlas,800,20/06/22
Marlin,56,20/06/22
Marlin,450,20/06/22
Pez Volador,84,20/06/22
Pez Volador,145,20/06/22
Tortugas,70,20/06/22
Tortugas,260,20/06/22
Ballenas,55,21/06/22
Ballenas,225,21/06/22
Caracol,0,21/06/22
Caracol,0,21/06/22
Chac-Mool,375,21/06/22
Chac-Mool,700,21/06/22
Del Niño,115,21/06/22
Del Niño,320,21/06/22
Delfines,500,21/06/22
Delfines,800,21/06/22
Gaviota Azul,210,21/06/22
Gaviota Azul,505,21/06/22
Langosta,275,21/06/22
Langosta,260,21/06/22
Las Perlas,150,21/06/22
Las Perlas,240,21/06/22
Marlin,475,21/06/22
Marlin,540,21/06/22
Pez Volador,160,21/06/22
Pez Volador,165,21/06/22
Tortugas,0,21/06/22
Tortugas,180,21/06/22
Ballenas,80,22/06/22
Ballenas,130,22/06/22
Caracol,0,22/06/22
Caracol,100,22/06/22
Chac-Mool,140,22/06/22
Chac-Mool,200,22/06/22
Del Niño,250,22/06/22
Del Niño,175,22/06/22
Delfines,600,22/06/22
Delfines,1300,22/06/22
Gaviota Azul,220,22/06/22
Gaviota Azul,400,22/06/22
Langosta,290,22/06/22
Langosta,350,22/06/22
Las Perlas,90,22/06/22
Las Perlas,90,22/06/22
Marlin,516,22/06/22
Marlin,430,22/06/22
Pez Volador,145,22/06/22
Pez Volador,205,22/06/22
Tortugas,650,22/06/22
Tortugas,270,22/06/22
Ballenas,70,23/06/22
Caracol,0,23/06/22
Chac-Mool,80,23/06/22
Del Niño,570,23/06/22
Delfines,930,23/06/22
Gaviota Azul,790,23/06/22
Langosta,110,23/06/22
Las Perlas,50,23/06/22
Marlin,500,23/06/22
Pez Volador,115,23/06/22
Tortugas,950,23/06/22
Ballenas,50,24/06/22
Caracol,0,24/06/22
Chac-Mool,95,24/06/22
Del Niño,370,24/06/22
Delfines,1800,24/06/22
Gaviota Azul,1000,24/06/22
Langosta,270,24/06/22
Las Perlas,100,24/06/22
Marlin,370,24/06/22
Pez Volador,175,24/06/22
Tortugas,0,24/06/22
Ballenas,70,25/06/22
Caracol,170,25/06/22
Chac-Mool,550,25/06/22
Del Niño,230,25/06/22
Delfines,780,25/06/22
Gaviota Azul,234,25/06/22
Langosta,400,25/06/22
Las Perlas,95,25/06/22
Marlin,1200,25/06/22
Pez Volador,250,25/06/22
Tortugas,620,25/06/22
Ballenas,80,26/06/22
Caracol,420,26/06/22
Chac-Mool,850,26/06/22
Del Niño,300,26/06/22
Delfines,930,26/06/22
Gaviota Azul,900,26/06/22
Langosta,1250,26/06/22
Las Perlas,120,26/06/22
Marlin,1500,26/06/22
Pez Volador,420,26/06/22
Tortugas,570,26/06/22
Ballenas,53,27/06/22
Ballenas,270,27/06/22
Caracol,220,27/06/22
Caracol,420,27/06/22
Chac-Mool,122,27/06/22
Chac-Mool,60,27/06/22
Del Niño,410,27/06/22
Del Niño,330,27/06/22
Delfines,1200,27/06/22
Delfines,960,27/06/22
Gaviota Azul,420,27/06/22
Gaviota Azul,700,27/06/22
Langosta,375,27/06/22
Langosta,160,27/06/22
Las Perlas,80,27/06/22
Las Perlas,70,27/06/22
Marlin,280,27/06/22
Marlin,180,27/06/22
Pez Volador,0,27/06/22
Pez Volador,135,27/06/22
Tortugas,0,27/06/22
Tortugas,570,27/06/22
Ballenas,70,28/06/22
Ballenas,60,28/06/22
Caracol,180,28/06/22
Caracol,0,28/06/22
Chac-Mool,186,28/06/22
Chac-Mool,85,28/06/22
Del Niño,300,28/06/22
Del Niño,220,28/06/22
Delfines,600,28/06/22
Delfines,1600,28/06/22
Gaviota Azul,570,28/06/22
Gaviota Azul,100,28/06/22
Langosta,300,28/06/22
Langosta,310,28/06/22
Las Perlas,75,28/06/22
Las Perlas,85,28/06/22
Marlin,720,28/06/22
Marlin,470,28/06/22
Pez Volador,170,28/06/22
Pez Volador,190,28/06/22
Tortugas,360,28/06/22
Tortugas,225,28/06/22
Ballenas,50,29/06/22
Ballenas,23,29/06/22
Caracol,46,29/06/22
Caracol,0,29/06/22
Chac-Mool,65,29/06/22
Chac-Mool,330,29/06/22
Del Niño,370,29/06/22
Del Niño,300,29/06/22
Delfines,850,29/06/22
Delfines,610,29/06/22
Gaviota Azul,980,29/06/22
Gaviota Azul,540,29/06/22
Langosta,160,29/06/22
Langosta,110,29/06/22
Las Perlas,40,29/06/22
Las Perlas,85,29/06/22
Marlin,275,29/06/22
Marlin,660,29/06/22
Pez Volador,115,29/06/22
Pez Volador,105,29/06/22
Tortugas,380,29/06/22
Tortugas,450,29/06/22
Ballenas,10,30/06/22
Ballenas,32,30/06/22
Caracol,0,30/06/22
Caracol,70,30/06/22
Chac-Mool,10,30/06/22
Chac-Mool,470,30/06/22
Del Niño,58,30/06/22
Del Niño,280,30/06/22
Delfines,355,30/06/22
Delfines,700,30/06/22
Gaviota Azul,29,30/06/22
Gaviota Azul,390,30/06/22
Langosta,115,30/06/22
Langosta,200,30/06/22
Las Perlas,38,30/06/22
Las Perlas,61,30/06/22
Marlin,25,30/06/22
Marlin,260,30/06/22
Pez Volador,60,30/06/22
Pez Volador,125,30/06/22
Tortugas,60,30/06/22
Tortugas,280,30/06/22
Ballenas,60,01/07/22
Caracol,0,01/07/22
Chac-Mool,570,01/07/22
Del Niño,250,01/07/22
Delfines,800,01/07/22
Gaviota Azul,1130,01/07/22
Langosta,150,01/07/22
Las Perlas,70,01/07/22
Marlin,540,01/07/22
Pez Volador,105,01/07/22
Tortugas,115,01/07/22
Ballenas,55,02/07/22
Caracol,390,02/07/22
Chac-Mool,310,02/07/22
Del Niño,700,02/07/22
Delfines,700,02/07/22
Gaviota Azul,665,02/07/22
Langosta,240,02/07/22
Las Perlas,92,02/07/22
Marlin,510,02/07/22
Pez Volador,170,02/07/22
Tortugas,1180,02/07/22
Ballenas,125,03/07/22
Caracol,570,03/07/22
Chac-Mool,520,03/07/22
Del Niño,1150,03/07/22
Delfines,950,03/07/22
Gaviota Azul,1000,03/07/22
Langosta,800,03/07/22
Las Perlas,140,03/07/22
Marlin,1950,03/07/22
Pez Volador,380,03/07/22
Tortugas,1240,03/07/22
Ballenas,55,04/07/22
Caracol,0,04/07/22
Chac-Mool,45,04/07/22
Del Niño,340,04/07/22
Delfines,950,04/07/22
Gaviota Azul,650,04/07/22
Langosta,185,04/07/22
Las Perlas,60,04/07/22
Marlin,330,04/07/22
Pez Volador,370,04/07/22
Tortugas,116,04/07/22
Ballenas,60,05/07/22
Caracol,0,05/07/22
Chac-Mool,210,05/07/22
Del Niño,295,05/07/22
Delfines,930,05/07/22
Gaviota Azul,470,05/07/22
Langosta,300,05/07/22
Las Perlas,80,05/07/22
Marlin,550,05/07/22
Pez Volador,115,05/07/22
Tortugas,400,05/07/22
Ballenas,80,06/07/22
Caracol,60,06/07/22
Chac-Mool,400,06/07/22
Del Niño,550,06/07/22
Delfines,660,06/07/22
Gaviota Azul,560,06/07/22
Langosta,1200,06/07/22
Las Perlas,55,06/07/22
Marlin,455,06/07/22
Pez Volador,310,06/07/22
Tortugas,0,06/07/22
Ballenas,80,07/07/22
Caracol,310,07/07/22
Chac-Mool,100,07/07/22
Del Niño,450,07/07/22
Delfines,780,07/07/22
Gaviota Azul,480,07/07/22
Langosta,420,07/07/22
Las Perlas,70,07/07/22
Marlin,270,07/07/22
Pez Volador,215,07/07/22
Tortugas,500,07/07/22
Ballenas,55,08/07/22
Caracol,0,08/07/22
Chac-Mool,160,08/07/22
Del Niño,535,08/07/22
Delfines,1350,08/07/22
Gaviota Azul,550,08/07/22
Langosta,410,08/07/22
Las Perlas,50,08/07/22
Marlin,370,08/07/22
Pez Volador,175,08/07/22
Tortugas,5400,08/07/22
Ballenas,70,09/07/22
Caracol,440,09/07/22
Chac-Mool,185,09/07/22
Del Niño,300,09/07/22
Delfines,700,09/07/22
Gaviota Azul,925,09/07/22
Langosta,245,09/07/22
Las Perlas,95,09/07/22
Marlin,1050,09/07/22
Pez Volador,410,09/07/22
Tortugas,1000,09/07/22
Ballenas,95,10/07/22
Caracol,620,10/07/22
Chac-Mool,280,10/07/22
Del Niño,720,10/07/22
Delfines,1200,10/07/22
Gaviota Azul,1090,10/07/22
Langosta,500,10/07/22
Las Perlas,120,10/07/22
Marlin,1630,10/07/22
Pez Volador,380,10/07/22
Tortugas,2000,10/07/22
Ballenas,60,11/07/22
Caracol,0,11/07/22
Chac-Mool,110,11/07/22
Del Niño,390,11/07/22
Delfines,780,11/07/22
Gaviota Azul,220,11/07/22
Langosta,370,11/07/22
Las Perlas,55,11/07/22
Marlin,400,11/07/22
Pez Volador,230,11/07/22
Tortugas,320,11/07/22
Ballenas,55,12/07/22
Caracol,0,12/07/22
Chac-Mool,270,12/07/22
Del Niño,300,12/07/22
Delfines,950,12/07/22
Gaviota Azul,410,12/07/22
Langosta,360,12/07/22
Las Perlas,60,12/07/22
Marlin,370,12/07/22
Pez Volador,210,12/07/22
Tortugas,400,12/07/22
